Latitude (decimal degrees):	36.984
Longitude (decimal degrees):	-6.432
Elevation (m):	1
Radiation database:	PVGIS-SARAH


Slope: - deg. 
Azimuth: - deg. 
time,G(i),H_sun,T2m,WS10m,Int
20051125:0409,0.0,0.0,9.82,2.69,0.0
20051125:0509,0.0,0.0,9.46,2.75,0.0
20051125:0609,0.0,0.0,9.09,2.81,0.0
20051125:0709,0.0,0.0,9.62,2.56,0.0
20051125:0809,179.05,8.72,10.15,2.31,0.0
20051125:0909,368.97,17.94,10.68,2.06,0.0
20051125:1009,761.31,25.4,11.95,2.37,0.0
20051125:1109,805.86,30.4,13.22,2.69,0.0
20051125:1209,1010.72,32.29,14.5,3.01,0.0
20051125:1309,964.58,30.76,14.57,3.86,0.0
20051125:1409,911.3,26.07,14.65,4.71,0.0
20051125:1509,876.7,18.84,14.73,5.56,0.0
20051125:1609,863.0,9.78,14.14,5.04,0.0
20051125:1709,0.0,-0.54,13.55,4.53,0.0
20051125:1809,0.0,0.0,12.96,4.01,0.0
20051125:1909,0.0,0.0,12.77,4.01,0.0
20051125:2009,0.0,0.0,12.59,4.0,0.0
20051125:2109,0.0,0.0,12.4,4.0,0.0
20051125:2209,0.0,0.0,12.14,4.19,0.0
20051125:2309,0.0,0.0,11.89,4.39,0.0
20051126:0009,0.0,0.0,11.63,4.58,0.0
20051126:0109,0.0,0.0,10.99,5.13,0.0
20051126:0209,0.0,0.0,10.35,5.68,0.0
20051126:0309,0.0,0.0,9.71,6.23,0.0
20051126:0409,0.0,0.0,9.31,5.96,0.0
20051126:0509,0.0,0.0,8.91,5.69,0.0
20051126:0609,0.0,0.0,8.51,5.42,0.0
20051126:0709,0.0,0.0,8.99,5.23,0.0
20051126:0809,164.54,8.53,9.47,5.04,0.0
20051126:0909,436.46,17.74,9.96,4.86,0.0
20051126:1009,795.26,25.19,10.94,5.2,0.0
20051126:1109,897.75,30.2,11.93,5.54,0.0
20051126:1209,916.62,32.1,12.92,5.89,0.0
20051126:1309,820.4,30.59,13.35,6.26,0.0
20051126:1409,941.75,25.92,13.79,6.63,0.0
20051126:1509,923.71,18.72,14.23,7.01,0.0
20051126:1609,344.25,9.69,13.12,6.22,0.0
20051126:1709,0.0,-0.6,12.01,5.43,0.0
20051126:1809,0.0,0.0,10.9,4.65,0.0
20051126:1909,0.0,0.0,10.48,4.57,0.0
20051126:2009,0.0,0.0,10.06,4.5,0.0
20051126:2109,0.0,0.0,9.64,4.43,0.0
20051126:2209,0.0,0.0,9.43,4.17,0.0
20051126:2309,0.0,0.0,9.22,3.92,0.0
20051127:0009,0.0,0.0,9.01,3.67,0.0
20051127:0109,0.0,0.0,8.42,3.29,0.0
20051127:0209,0.0,0.0,7.83,2.91,0.0
20051127:0309,0.0,0.0,7.23,2.54,0.0
20051127:0409,0.0,0.0,6.99,2.76,0.0
20051127:0509,0.0,0.0,6.75,2.98,0.0
20051127:0609,0.0,0.0,6.51,3.2,0.0
20051127:0709,0.0,0.0,7.22,2.6,0.0
20051127:0809,150.7,8.34,7.93,2.0,0.0
20051127:0909,462.93,17.54,8.65,1.41,0.0
20051127:1009,820.79,24.99,9.91,1.66,0.0
20051127:1109,791.66,30.0,11.17,1.91,0.0
20051127:1209,972.54,31.91,12.43,2.17,0.0
20051127:1309,1019.99,30.43,12.86,2.74,0.0
20051127:1409,1014.53,25.79,13.3,3.31,0.0
20051127:1509,861.8,18.62,13.74,3.88,0.0
20051127:1609,848.73,9.61,12.95,3.31,0.0
20051127:1709,0.0,-0.66,12.15,2.74,0.0
20051127:1809,0.0,0.0,11.36,2.18,0.0
20051127:1909,0.0,0.0,10.91,2.29,0.0
20051127:2009,0.0,0.0,10.47,2.41,0.0
20051127:2109,0.0,0.0,10.02,2.52,0.0
20051127:2209,0.0,0.0,9.86,2.44,0.0
20051127:2309,0.0,0.0,9.71,2.35,0.0
20051128:0009,0.0,0.0,9.55,2.26,0.0
20051128:0109,0.0,0.0,9.43,2.38,0.0
20051128:0209,0.0,0.0,9.32,2.5,0.0
20051128:0309,0.0,0.0,9.2,2.62,0.0
20051128:0409,0.0,0.0,9.15,2.66,0.0
20051128:0509,0.0,0.0,9.11,2.7,0.0
20051128:0609,0.0,0.0,9.06,2.74,0.0
20051128:0709,0.0,0.0,9.73,2.63,0.0
20051128:0809,43.4,8.16,10.4,2.51,0.0
20051128:0909,372.53,17.35,11.07,2.39,0.0
20051128:1009,852.5,24.79,12.12,2.69,0.0
20051128:1109,647.22,29.8,13.17,2.98,0.0
20051128:1209,904.05,31.73,14.23,3.28,0.0
20051128:1309,605.01,30.27,13.99,2.95,0.0
20051128:1409,419.98,25.66,13.76,2.61,0.0
20051128:1509,108.72,18.52,13.52,2.28,0.0
20051128:1609,215.25,9.53,12.89,2.22,0.0
20051128:1709,0.0,-0.72,12.26,2.17,0.0
20051128:1809,0.0,0.0,11.63,2.11,0.0
20051128:1909,0.0,0.0,11.37,2.13,0.0
20051128:2009,0.0,0.0,11.12,2.15,0.0
20051128:2109,0.0,0.0,10.86,2.17,0.0
20051128:2209,0.0,0.0,10.65,2.06,0.0
20051128:2309,0.0,0.0,10.44,1.95,0.0
20051129:0009,0.0,0.0,10.23,1.85,0.0
20051129:0109,0.0,0.0,10.15,1.8,0.0
20051129:0209,0.0,0.0,10.08,1.76,0.0
20051129:0309,0.0,0.0,10.0,1.71,0.0
20051129:0409,0.0,0.0,9.83,1.9,0.0
20051129:0509,0.0,0.0,9.66,2.09,0.0
20051129:0609,0.0,0.0,9.49,2.28,0.0
20051129:0709,0.0,0.0,10.12,2.57,0.0
20051129:0809,87.54,7.98,10.75,2.86,0.0
20051129:0909,670.96,17.16,11.39,3.14,0.0
20051129:1009,906.69,24.6,12.46,3.57,0.0
20051129:1109,910.81,29.61,13.54,3.99,0.0
20051129:1209,1049.1,31.55,14.62,4.41,0.0
20051129:1309,1036.13,30.12,15.06,4.63,0.0
20051129:1409,1000.91,25.54,15.5,4.85,0.0
20051129:1509,954.87,18.42,15.94,5.06,0.0
20051129:1609,919.21,9.46,15.12,4.42,0.0
20051129:1709,0.0,-0.77,14.31,3.78,0.0
20051129:1809,0.0,0.0,13.49,3.14,0.0
20051129:1909,0.0,0.0,12.78,3.42,0.0
20051129:2009,0.0,0.0,12.08,3.69,0.0
20051129:2109,0.0,0.0,11.38,3.96,0.0
20051129:2209,0.0,0.0,10.96,3.76,0.0
20051129:2309,0.0,0.0,10.54,3.55,0.0
20051130:0009,0.0,0.0,10.12,3.35,0.0
20051130:0109,0.0,0.0,9.79,3.13,0.0
20051130:0209,0.0,0.0,9.46,2.9,0.0
20051130:0309,0.0,0.0,9.12,2.68,0.0
20051130:0409,0.0,0.0,8.78,2.66,0.0
20051130:0509,0.0,0.0,8.44,2.65,0.0
20051130:0609,0.0,0.0,8.1,2.63,0.0
20051130:0709,0.0,0.0,8.66,3.13,0.0
20051130:0809,112.95,7.8,9.22,3.62,0.0
20051130:0909,473.09,16.98,9.79,4.11,0.0
20051130:1009,830.25,24.41,11.02,3.84,0.0
20051130:1109,899.75,29.43,12.25,3.58,0.0
20051130:1209,1046.34,31.38,13.48,3.31,0.0
20051130:1309,1096.05,29.97,14.04,3.33,0.0
20051130:1409,999.89,25.42,14.61,3.36,0.0
20051130:1509,1053.42,18.33,15.18,3.38,0.0
20051130:1609,1009.49,9.4,14.38,3.25,0.0
20051130:1709,0.0,-0.81,13.58,3.11,0.0
20051130:1809,0.0,0.0,12.78,2.98,0.0
20051130:1909,0.0,0.0,12.21,2.45,0.0
20051130:2009,0.0,0.0,11.65,1.91,0.0
20051130:2109,0.0,0.0,11.09,1.38,0.0
20051130:2209,0.0,0.0,10.67,1.1,0.0
20051130:2309,0.0,0.0,10.26,0.83,0.0
20051201:0009,0.0,0.0,9.84,0.55,0.0
20051201:0109,0.0,0.0,9.09,0.56,0.0
20051201:0209,0.0,0.0,8.34,0.57,0.0
20051201:0309,0.0,0.0,7.59,0.58,0.0
20051201:0409,0.0,0.0,7.57,0.87,0.0
20051201:0509,0.0,0.0,7.55,1.16,0.0
20051201:0609,0.0,0.0,7.53,1.45,0.0
20051201:0709,0.0,0.0,8.37,1.42,0.0
20051201:0809,122.95,7.63,9.2,1.39,0.0
20051201:0909,718.72,16.8,10.03,1.37,0.0
20051201:1009,906.3,24.23,11.52,2.42,0.0
20051201:1109,1015.53,29.25,13.0,3.48,0.0
20051201:1209,1065.67,31.22,14.49,4.54,0.0
20051201:1309,1107.12,29.84,14.82,5.02,0.0
20051201:1409,492.09,25.31,15.16,5.49,0.0
20051201:1509,68.05,18.25,15.49,5.97,0.0
20051201:1609,172.5,9.34,14.8,5.44,0.0
20051201:1709,0.0,-0.85,14.12,4.91,0.0
20051201:1809,0.0,0.0,13.43,4.37,0.0
20051201:1909,0.0,0.0,13.12,4.48,0.0
20051201:2009,0.0,0.0,12.81,4.59,0.0
20051201:2109,0.0,0.0,12.5,4.7,0.0
20051201:2209,0.0,0.0,12.55,5.27,0.0
20051201:2309,0.0,0.0,12.6,5.83,0.0
20051202:0009,0.0,0.0,12.64,6.4,0.0
20051202:0109,0.0,0.0,12.02,7.21,0.0
20051202:0209,0.0,0.0,11.39,8.02,0.0
20051202:0309,0.0,0.0,10.76,8.83,0.0
20051202:0409,0.0,0.0,10.92,8.64,0.0
20051202:0509,0.0,0.0,11.08,8.45,0.0
20051202:0609,0.0,0.0,11.23,8.26,0.0
20051202:0709,0.0,0.0,11.89,8.52,0.0
20051202:0809,10.41,7.46,12.54,8.78,0.0
20051202:0909,258.73,16.63,13.19,9.03,0.0
20051202:1009,171.62,24.06,14.24,8.92,0.0
20051202:1109,445.46,29.08,15.29,8.8,0.0
20051202:1209,779.67,31.07,16.34,8.69,0.0
20051202:1309,303.89,29.7,16.2,8.7,0.0
20051202:1409,629.19,25.21,16.07,8.72,0.0
20051202:1509,986.63,18.18,15.94,8.73,0.0
20051202:1609,1063.07,9.29,15.17,8.4,0.0
20051202:1709,0.0,-0.88,14.39,8.07,0.0
20051202:1809,0.0,0.0,13.62,7.74,0.0
20051202:1909,0.0,0.0,13.31,7.58,0.0
20051202:2009,0.0,0.0,13.01,7.42,0.0
20051202:2109,0.0,0.0,12.7,7.26,0.0
20051202:2209,0.0,0.0,12.66,6.9,0.0
20051202:2309,0.0,0.0,12.62,6.55,0.0
20051203:0009,0.0,0.0,12.58,6.19,0.0
20051203:0109,0.0,0.0,12.18,6.29,0.0
20051203:0209,0.0,0.0,11.78,6.38,0.0
20051203:0309,0.0,0.0,11.37,6.47,0.0
20051203:0409,0.0,0.0,11.33,6.1,0.0
20051203:0509,0.0,0.0,11.29,5.73,0.0
20051203:0609,0.0,0.0,11.25,5.37,0.0
20051203:0709,0.0,0.0,11.92,4.65,0.0
20051203:0809,52.42,7.29,12.58,3.93,0.0
20051203:0909,250.82,16.46,13.25,3.21,0.0
20051203:1009,435.77,23.89,14.48,3.49,0.0
20051203:1109,363.42,28.92,15.7,3.77,0.0
20051203:1209,510.94,30.92,16.93,4.06,0.0
20051203:1309,1098.4,29.58,16.9,4.15,0.0
20051203:1409,1065.09,25.12,16.87,4.24,0.0
20051203:1509,1133.25,18.11,16.84,4.33,0.0
20051203:1609,405.93,9.25,15.99,3.51,0.0
20051203:1709,0.0,-0.9,15.13,2.69,0.0
20051203:1809,0.0,0.0,14.28,1.88,0.0
20051203:1909,0.0,0.0,13.97,2.07,0.0
20051203:2009,0.0,0.0,13.66,2.26,0.0
20051203:2109,0.0,0.0,13.35,2.46,0.0
20051203:2209,0.0,0.0,13.19,2.51,0.0
20051203:2309,0.0,0.0,13.03,2.57,0.0
20051204:0009,0.0,0.0,12.86,2.62,0.0
20051204:0109,0.0,0.0,12.47,2.35,0.0
20051204:0209,0.0,0.0,12.07,2.09,0.0
20051204:0309,0.0,0.0,11.67,1.82,0.0
20051204:0409,0.0,0.0,11.62,1.79,0.0
20051204:0509,0.0,0.0,11.57,1.77,0.0
20051204:0609,0.0,0.0,11.51,1.74,0.0
20051204:0709,0.0,0.0,12.12,2.13,0.0
20051204:0809,22.01,7.13,12.73,2.53,0.0
20051204:0909,72.73,16.29,13.34,2.92,0.0
20051204:1009,275.79,23.72,14.51,3.48,0.0
20051204:1109,309.49,28.76,15.68,4.04,0.0
20051204:1209,827.51,30.78,16.85,4.59,0.0
20051204:1309,756.87,29.46,16.66,4.51,0.0
20051204:1409,937.28,25.03,16.48,4.44,0.0
20051204:1509,649.94,18.05,16.29,4.36,0.0
20051204:1609,860.58,9.21,15.49,3.61,0.0
20051204:1709,0.0,-0.92,14.69,2.87,0.0
20051204:1809,0.0,0.0,13.89,2.12,0.0
20051204:1909,0.0,0.0,13.61,2.07,0.0
20051204:2009,0.0,0.0,13.34,2.02,0.0
20051204:2109,0.0,0.0,13.06,1.97,0.0
20051204:2209,0.0,0.0,13.05,1.96,0.0
20051204:2309,0.0,0.0,13.04,1.94,0.0
20051205:0009,0.0,0.0,13.02,1.93,0.0
20051205:0109,0.0,0.0,12.66,1.81,0.0
20051205:0209,0.0,0.0,12.29,1.69,0.0
20051205:0309,0.0,0.0,11.92,1.57,0.0
20051205:0409,0.0,0.0,11.77,1.71,0.0
20051205:0509,0.0,0.0,11.62,1.84,0.0
20051205:0609,0.0,0.0,11.46,1.97,0.0
20051205:0709,0.0,0.0,12.05,2.11,0.0
20051205:0809,20.13,6.97,12.64,2.25,0.0
20051205:0909,27.68,16.13,13.23,2.39,0.0
20051205:1009,69.79,23.56,14.08,2.66,0.0
20051205:1109,181.18,28.61,14.93,2.94,0.0
20051205:1209,193.14,30.64,15.78,3.21,0.0
20051205:1309,180.95,29.36,15.98,3.12,0.0
20051205:1409,534.61,24.95,16.18,3.02,0.0
20051205:1509,144.13,18.0,16.38,2.92,0.0
20051205:1609,650.04,9.18,15.5,2.42,0.0
20051205:1709,0.0,-0.94,14.63,1.91,0.0
20051205:1809,0.0,0.0,13.75,1.41,0.0
20051205:1909,0.0,0.0,13.3,1.78,0.0
20051205:2009,0.0,0.0,12.85,2.16,0.0
20051205:2109,0.0,0.0,12.39,2.54,0.0
20051205:2209,0.0,0.0,11.97,2.37,0.0
20051205:2309,0.0,0.0,11.54,2.2,0.0
20051206:0009,0.0,0.0,11.11,2.03,0.0
20051206:0109,0.0,0.0,10.56,2.02,0.0
20051206:0209,0.0,0.0,10.0,2.02,0.0
20051206:0309,0.0,0.0,9.44,2.01,0.0
20051206:0409,0.0,0.0,8.95,1.96,0.0
20051206:0509,0.0,0.0,8.46,1.9,0.0
20051206:0609,0.0,0.0,7.97,1.85,0.0
20051206:0709,0.0,0.0,8.31,2.43,0.0
20051206:0809,156.87,6.82,8.65,3.01,0.0
20051206:0909,663.61,15.97,8.99,3.59,0.0
20051206:1009,832.68,23.41,10.28,3.44,0.0
20051206:1109,958.39,28.46,11.57,3.3,0.0
20051206:1209,1077.58,30.52,12.87,3.16,0.0
20051206:1309,1117.61,29.25,13.35,2.9,0.0
20051206:1409,1117.13,24.87,13.83,2.64,0.0
20051206:1509,1123.65,17.95,14.31,2.39,0.0
20051206:1609,1046.73,9.15,13.52,2.56,0.0
20051206:1709,0.0,-0.95,12.72,2.73,0.0
20051206:1809,0.0,0.0,11.93,2.9,0.0
20051206:1909,0.0,0.0,11.45,2.82,0.0
20051206:2009,0.0,0.0,10.97,2.74,0.0
20051206:2109,0.0,0.0,10.48,2.66,0.0
20051206:2209,0.0,0.0,10.11,2.59,0.0
20051206:2309,0.0,0.0,9.73,2.52,0.0
20051207:0009,0.0,0.0,9.35,2.46,0.0
20051207:0109,0.0,0.0,9.15,2.48,0.0
20051207:0209,0.0,0.0,8.95,2.51,0.0
20051207:0309,0.0,0.0,8.75,2.54,0.0
20051207:0409,0.0,0.0,8.43,2.45,0.0
20051207:0509,0.0,0.0,8.11,2.35,0.0
20051207:0609,0.0,0.0,7.79,2.26,0.0
20051207:0709,0.0,0.0,8.33,2.4,0.0
20051207:0809,139.51,6.66,8.86,2.54,0.0
20051207:0909,653.0,15.82,9.39,2.68,0.0
20051207:1009,821.08,23.26,11.02,2.47,0.0
20051207:1109,981.37,28.32,12.64,2.26,0.0
20051207:1209,1042.85,30.4,14.27,2.06,0.0
20051207:1309,1086.25,29.16,14.83,2.31,0.0
20051207:1409,1079.65,24.81,15.39,2.57,0.0
20051207:1509,1028.01,17.91,15.95,2.83,0.0
20051207:1609,1045.55,9.14,15.23,3.03,0.0
20051207:1709,0.0,-0.95,14.52,3.22,0.0
20051207:1809,0.0,0.0,13.8,3.42,0.0
20051207:1909,0.0,0.0,13.33,3.28,0.0
20051207:2009,0.0,0.0,12.86,3.14,0.0
20051207:2109,0.0,0.0,12.39,3.01,0.0
20051207:2209,0.0,0.0,11.97,2.97,0.0
20051207:2309,0.0,0.0,11.55,2.94,0.0
20051208:0009,0.0,0.0,11.13,2.91,0.0
20051208:0109,0.0,0.0,10.67,2.85,0.0
20051208:0209,0.0,0.0,10.21,2.79,0.0
20051208:0309,0.0,0.0,9.74,2.73,0.0
20051208:0409,0.0,0.0,9.45,2.68,0.0
20051208:0509,0.0,0.0,9.16,2.63,0.0
20051208:0609,0.0,0.0,8.87,2.58,0.0
20051208:0709,0.0,0.0,9.36,2.73,0.0
20051208:0809,195.8,6.52,9.85,2.87,0.0
20051208:0909,695.44,15.67,10.34,3.02,0.0
20051208:1009,734.25,23.12,11.96,2.88,0.0
20051208:1109,909.66,28.19,13.58,2.74,0.0
20051208:1209,1007.59,30.28,15.21,2.61,0.0
20051208:1309,1084.83,29.07,15.59,2.41,0.0
20051208:1409,1079.51,24.75,15.98,2.22,0.0
20051208:1509,1127.71,17.87,16.37,2.03,0.0
20051208:1609,939.92,9.12,15.54,2.3,0.0
20051208:1709,0.0,-0.94,14.72,2.58,0.0
20051208:1809,0.0,0.0,13.89,2.86,0.0
20051208:1909,0.0,0.0,13.28,2.97,0.0
20051208:2009,0.0,0.0,12.67,3.09,0.0
20051208:2109,0.0,0.0,12.05,3.21,0.0
20051208:2209,0.0,0.0,11.67,3.0,0.0
20051208:2309,0.0,0.0,11.29,2.79,0.0
20051209:0009,0.0,0.0,10.91,2.58,0.0
20051209:0109,0.0,0.0,10.61,2.44,0.0
20051209:0209,0.0,0.0,10.3,2.29,0.0
20051209:0309,0.0,0.0,9.99,2.15,0.0
20051209:0409,0.0,0.0,9.67,2.15,0.0
20051209:0509,0.0,0.0,9.34,2.14,0.0
20051209:0609,0.0,0.0,9.01,2.14,0.0
20051209:0709,0.0,0.0,9.51,2.71,0.0
20051209:0809,112.69,6.38,10.01,3.29,0.0
20051209:0909,570.48,15.53,10.51,3.86,0.0
20051209:1009,723.34,22.98,12.34,3.75,0.0
20051209:1109,944.6,28.07,14.17,3.63,0.0
20051209:1209,969.83,30.18,16.01,3.52,0.0
20051209:1309,1020.36,28.99,16.9,3.86,0.0
20051209:1409,966.43,24.69,17.8,4.2,0.0
20051209:1509,968.7,17.85,18.7,4.54,0.0
20051209:1609,1043.94,9.12,17.68,4.04,0.0
20051209:1709,0.0,-0.94,16.66,3.54,0.0
20051209:1809,0.0,0.0,15.64,3.03,0.0
20051209:1909,0.0,0.0,15.02,3.48,0.0
20051209:2009,0.0,0.0,14.4,3.93,0.0
20051209:2109,0.0,0.0,13.78,4.37,0.0
20051209:2209,0.0,0.0,13.32,4.48,0.0
20051209:2309,0.0,0.0,12.85,4.58,0.0
20051210:0009,0.0,0.0,12.38,4.69,0.0
20051210:0109,0.0,0.0,11.92,4.29,0.0
20051210:0209,0.0,0.0,11.45,3.9,0.0
20051210:0309,0.0,0.0,10.98,3.5,0.0
20051210:0409,0.0,0.0,10.68,3.45,0.0
20051210:0509,0.0,0.0,10.37,3.4,0.0
20051210:0609,0.0,0.0,10.06,3.35,0.0
20051210:0709,0.0,0.0,10.56,4.0,0.0
20051210:0809,162.3,6.24,11.05,4.65,0.0
20051210:0909,613.75,15.4,11.54,5.3,0.0
20051210:1009,768.31,22.85,12.78,6.08,0.0
20051210:1109,867.55,27.95,14.02,6.87,0.0
20051210:1209,928.93,30.08,15.27,7.66,0.0
20051210:1309,979.89,28.92,15.75,7.88,0.0
20051210:1409,876.35,24.65,16.23,8.11,0.0
20051210:1509,740.01,17.83,16.71,8.34,0.0
20051210:1609,832.72,9.11,15.58,7.6,0.0
20051210:1709,0.0,-0.92,14.45,6.85,0.0
20051210:1809,0.0,0.0,13.32,6.1,0.0
20051210:1909,0.0,0.0,12.81,6.07,0.0
20051210:2009,0.0,0.0,12.31,6.04,0.0
20051210:2109,0.0,0.0,11.8,6.01,0.0
20051210:2209,0.0,0.0,11.57,6.01,0.0
20051210:2309,0.0,0.0,11.34,6.01,0.0
20051211:0009,0.0,0.0,11.11,6.01,0.0
20051211:0109,0.0,0.0,10.77,5.77,0.0
20051211:0209,0.0,0.0,10.42,5.52,0.0
20051211:0309,0.0,0.0,10.07,5.27,0.0
20051211:0409,0.0,0.0,9.85,5.03,0.0
20051211:0509,0.0,0.0,9.62,4.79,0.0
20051211:0609,0.0,0.0,9.39,4.55,0.0
20051211:0709,0.0,0.0,9.83,4.76,0.0
20051211:0809,145.04,6.11,10.26,4.97,0.0
20051211:0909,546.29,15.27,10.7,5.17,0.0
20051211:1009,636.51,22.73,12.1,5.45,0.0
20051211:1109,828.34,27.84,13.5,5.73,0.0
20051211:1209,898.86,29.99,14.91,6.01,0.0
20051211:1309,979.58,28.85,15.3,5.54,0.0
20051211:1409,954.02,24.61,15.7,5.08,0.0
20051211:1509,953.67,17.81,16.1,4.61,0.0
20051211:1609,935.68,9.12,15.06,4.11,0.0
20051211:1709,0.0,-0.9,14.03,3.62,0.0
20051211:1809,0.0,0.0,12.99,3.13,0.0
20051211:1909,0.0,0.0,12.37,3.23,0.0
20051211:2009,0.0,0.0,11.75,3.33,0.0
20051211:2109,0.0,0.0,11.13,3.43,0.0
20051211:2209,0.0,0.0,10.65,2.98,0.0
20051211:2309,0.0,0.0,10.17,2.52,0.0
20051212:0009,0.0,0.0,9.68,2.07,0.0
20051212:0109,0.0,0.0,9.16,1.96,0.0
20051212:0209,0.0,0.0,8.64,1.85,0.0
20051212:0309,0.0,0.0,8.11,1.74,0.0
20051212:0409,0.0,0.0,7.8,1.71,0.0
20051212:0509,0.0,0.0,7.49,1.69,0.0
20051212:0609,0.0,0.0,7.18,1.67,0.0
20051212:0709,0.0,0.0,7.72,1.72,0.0
20051212:0809,73.56,5.98,8.25,1.78,0.0
20051212:0909,590.47,15.14,8.79,1.83,0.0
20051212:1009,744.86,22.61,10.28,1.9,0.0
20051212:1109,931.4,27.73,11.76,1.96,0.0
20051212:1209,1020.9,29.9,13.25,2.03,0.0
20051212:1309,1074.11,28.79,13.59,1.93,0.0
20051212:1409,1075.93,24.58,13.94,1.83,0.0
20051212:1509,1011.98,17.8,14.29,1.74,0.0
20051212:1609,1041.77,9.13,13.46,1.87,0.0
20051212:1709,0.0,-0.87,12.64,2.0,0.0
20051212:1809,0.0,0.0,11.81,2.12,0.0
20051212:1909,0.0,0.0,11.32,2.4,0.0
20051212:2009,0.0,0.0,10.83,2.69,0.0
20051212:2109,0.0,0.0,10.34,2.97,0.0
20051212:2209,0.0,0.0,9.9,2.78,0.0
20051212:2309,0.0,0.0,9.46,2.6,0.0
20051213:0009,0.0,0.0,9.02,2.41,0.0
20051213:0109,0.0,0.0,8.61,2.4,0.0
20051213:0209,0.0,0.0,8.2,2.38,0.0
20051213:0309,0.0,0.0,7.79,2.36,0.0
20051213:0409,0.0,0.0,7.5,2.31,0.0
20051213:0509,0.0,0.0,7.2,2.26,0.0
20051213:0609,0.0,0.0,6.9,2.21,0.0
20051213:0709,0.0,0.0,7.34,2.51,0.0
20051213:0809,117.33,5.85,7.77,2.81,0.0
20051213:0909,586.23,15.02,8.21,3.12,0.0
20051213:1009,778.97,22.5,9.86,3.1,0.0
20051213:1109,956.46,27.64,11.5,3.08,0.0
20051213:1209,1055.18,29.83,13.15,3.06,0.0
20051213:1309,1037.02,28.74,13.77,3.23,0.0
20051213:1409,1036.93,24.55,14.39,3.39,0.0
20051213:1509,1066.97,17.8,15.01,3.56,0.0
20051213:1609,936.61,9.15,14.12,3.37,0.0
20051213:1709,0.0,-0.84,13.22,3.18,0.0
20051213:1809,0.0,0.0,12.33,2.99,0.0
20051213:1909,0.0,0.0,11.72,3.0,0.0
20051213:2009,0.0,0.0,11.12,3.01,0.0
20051213:2109,0.0,0.0,10.51,3.02,0.0
20051213:2209,0.0,0.0,10.09,2.88,0.0
20051213:2309,0.0,0.0,9.67,2.74,0.0
20051214:0009,0.0,0.0,9.25,2.61,0.0
20051214:0109,0.0,0.0,8.83,2.54,0.0
20051214:0209,0.0,0.0,8.41,2.47,0.0
20051214:0309,0.0,0.0,7.99,2.4,0.0
20051214:0409,0.0,0.0,7.68,2.36,0.0
20051214:0509,0.0,0.0,7.37,2.33,0.0
20051214:0609,0.0,0.0,7.05,2.29,0.0
20051214:0709,0.0,0.0,7.49,2.81,0.0
20051214:0809,52.34,5.73,7.93,3.34,0.0
20051214:0909,638.69,14.91,8.37,3.86,0.0
20051214:1009,156.71,22.39,9.97,3.88,0.0
20051214:1109,919.67,27.55,11.57,3.9,0.0
20051214:1209,457.07,29.76,13.18,3.92,0.0
20051214:1309,231.71,28.7,13.63,4.1,0.0
20051214:1409,348.39,24.54,14.08,4.28,0.0
20051214:1509,43.98,17.81,14.53,4.46,0.0
20051214:1609,65.74,9.17,13.61,3.76,0.0
20051214:1709,0.0,-0.8,12.69,3.07,0.0
20051214:1809,0.0,0.0,11.77,2.37,0.0
20051214:1909,0.0,0.0,11.28,2.49,0.0
20051214:2009,0.0,0.0,10.79,2.6,0.0
20051214:2109,0.0,0.0,10.3,2.72,0.0
20051214:2209,0.0,0.0,9.98,2.63,0.0
20051214:2309,0.0,0.0,9.65,2.55,0.0
20051215:0009,0.0,0.0,9.32,2.47,0.0
20051215:0109,0.0,0.0,8.97,2.45,0.0
20051215:0209,0.0,0.0,8.62,2.43,0.0
20051215:0309,0.0,0.0,8.26,2.41,0.0
20051215:0409,0.0,0.0,8.06,2.38,0.0
20051215:0509,0.0,0.0,7.86,2.35,0.0
20051215:0609,0.0,0.0,7.65,2.32,0.0
20051215:0709,0.0,0.0,8.12,2.64,0.0
20051215:0809,42.0,5.62,8.59,2.96,0.0
20051215:0909,446.64,14.8,9.06,3.28,0.0
20051215:1009,283.98,22.29,10.62,3.24,0.0
20051215:1109,954.25,27.46,12.17,3.2,0.0
20051215:1209,954.75,29.7,13.73,3.16,0.0
20051215:1309,966.44,28.67,14.03,2.96,0.0
20051215:1409,1035.27,24.53,14.33,2.76,0.0
20051215:1509,953.05,17.82,14.63,2.57,0.0
20051215:1609,1040.32,9.2,13.81,2.73,0.0
20051215:1709,0.0,-0.76,12.99,2.89,0.0
20051215:1809,0.0,0.0,12.17,3.05,0.0
20051215:1909,0.0,0.0,11.68,3.02,0.0
20051215:2009,0.0,0.0,11.2,2.99,0.0
20051215:2109,0.0,0.0,10.71,2.97,0.0
20051215:2209,0.0,0.0,10.31,2.87,0.0
20051215:2309,0.0,0.0,9.91,2.77,0.0
20051216:0009,0.0,0.0,9.51,2.68,0.0
20051216:0109,0.0,0.0,9.09,2.63,0.0
20051216:0209,0.0,0.0,8.67,2.57,0.0
20051216:0309,0.0,0.0,8.24,2.52,0.0
20051216:0409,0.0,0.0,7.97,2.49,0.0
20051216:0509,0.0,0.0,7.7,2.45,0.0
20051216:0609,0.0,0.0,7.42,2.41,0.0
20051216:0709,0.0,0.0,7.91,2.57,0.0
20051216:0809,75.94,5.51,8.39,2.73,0.0
20051216:0909,559.7,14.69,8.88,2.88,0.0
20051216:1009,764.77,22.2,10.45,3.01,0.0
20051216:1109,907.52,27.39,12.02,3.14,0.0
